Date,Open,High,Low,Close,Volume,Regime,Return,Price_MA20,Price_MA50,Price_MA200,Golden_Cross,Price_52w_position,RSI14,RSI7,MACD,MACD_signal,MACD_hist,Return_lag1,Return_lag2,Return_lag3,Return_lag5,Return_lag10,Cum_return_5d,Cum_return_10d,Cum_return_20d,Vol_10d,Vol_20d,Vol_60d,BB_width,BB_position,ATR14_pct,Vol_ratio,Rel_Volume,OBV_MA20,Corr_SP500_BTC,Corr_SP500_Gold,Corr_BTC_Gold,RF_pred,XGB_pred,RF_proba,XGB_proba
2015-05-26,237.10400390625,238.24200439453125,235.69200134277344,237.11599731445312,16425000,0.0,2.529081053559424e-05,0.9964328594747464,1.0122827457661616,0.8611968140813026,0,0.2113411357267152,43.044627927087554,66.35030006882704,0.4396869670763976,0.286263730257611,0.1534232368187866,-0.0159491779417969,0.0087118162163923,-0.0061411500797354,0.005666182682946,-0.0061109651552712,0.0075294174397728,0.0040778539210653,0.0319172072129927,0.0115646071474649,0.0137889610040594,0.0207487439830234,0.0532056969180415,0.4329556658049508,0.0148968667565051,0.5573642027164185,0.8945177092722139,-185213541.0,0.0369404839157623,0.1223877082237414,0.0085568314367894,,,,
2015-05-27,237.06500244140625,238.6360015869141,236.69500732421875,237.2830047607422,18837000,0.0,0.0007043280427325,0.9971453592845146,1.0143725643799406,0.8635001426508816,0,0.229657611630617,51.87516580134159,61.74204219068471,0.404263855936847,0.3098637553934582,0.0944001005433888,2.529081053559424e-05,-0.0159491779417969,0.0087118162163923,0.0212625483807051,0.0027482271050158,-0.012752352212466,0.0020312446839554,-0.0002148654348945,0.0115378433282585,0.0116710905259789,0.0205126385439477,0.0532156031283572,0.4463570729697466,0.0128640823323317,0.562474851957201,1.0552657407531898,-182604371.0,0.0080537527747873,0.1252740925495137,0.0233376361096391,,,,
2015-05-28,237.2570037841797,237.82400512695312,236.6519927978516,237.4080047607422,13829600,0.0,0.000526797105111,0.9990256386954836,1.015568056526461,0.865938049505025,0,0.2301426943883883,51.0092358973172,58.12471995012263,0.3818752206458953,0.3242660484439456,0.0576091722019497,0.0007043280427325,2.529081053559424e-05,-0.0159491779417969,-0.0061411500797354,-0.0155150545239349,-0.0061287605683013,0.0183590073671267,-0.0264697869564921,0.0101296728881548,0.0097280294050001,0.0198620174530324,0.047894786673357,0.4796562137094068,0.0120840842763223,0.5100022146344634,0.8054661457097203,-180675996.0,0.017530260211587,0.121896630493102,0.028242747632746,,,,
2015-05-29,237.3769989013672,237.52200317382807,235.7310028076172,237.0959930419922,14805000,0.0,-0.0013142426223767,0.9987078577810184,1.0148046377883295,0.86685245860915,0,0.2289318823484827,48.91085307258416,29.700388230408308,0.3350925889861003,0.3264313565523765,0.0086612324337237,0.000526797105111,0.0007043280427325,2.529081053559424e-05,0.0087118162163923,-0.0050658853743781,-0.0160073119687194,0.0221989794142829,-0.0195838750706515,0.0099115014327429,0.0095865404589625,0.0196878756289524,0.0449836107016985,0.471275266728806,0.0120496732038402,0.5034317373565375,0.8749787977950889,-178498346.0,0.0059777479090395,0.1167929292275539,0.0236832885665149,,,,
2015-06-01,230.2330017089844,231.71299743652344,221.29600524902344,222.92599487304688,26090500,0.0,-0.0315565727934182,0.9464163036984056,0.9559812507018864,0.8229512874564813,0,0.1739429080332357,33.93993054237757,2.0162643257488497,-1.5015495930571203,-0.2173464383603268,-1.2842031546967938,-0.0135207472317472,-0.0158205618457023,-0.0013142426223767,0.0007043280427325,0.0212625483807051,-0.0605058499751034,-0.0724866102777723,-0.0754255477765544,0.0117702433068196,0.0120926406998911,0.0198398627689395,0.0674688367285953,-0.2941992021760171,0.0160527249715663,0.5932623347197056,1.5432043085864455,-175730026.0,-0.0003292291434246,0.1174893734051732,0.0284274127797466,,,,
2015-06-02,222.8939971923828,226.4160003662109,222.41900634765625,225.8029937744141,20459000,0.0,0.0129056232450845,0.9607869388929386,0.9682178078771156,0.8362270443195703,0,0.1943305796919821,40.818331322119725,17.9536764648676,-2.022092761442508,-0.578295702976763,-1.443797058465745,-0.0315565727934182,-0.0135207472317472,-0.0158205618457023,0.000526797105111,-0.0061411500797354,-0.0488821385699419,-0.0547113122148816,-0.0447336465734768,0.0134270725119388,0.0120449029889343,0.0199114741333748,0.0769709781185104,-0.0094525503714649,0.0163742514485931,0.6743384453606545,1.2346528349823331,-173245946.0,-0.0150558717634303,0.0271208709408609,0.0167300241116992,,,,
2015-06-03,225.73599243164065,227.4040069580078,223.92999267578125,225.87399291992188,17752400,0.0,0.0003144296021988,0.9633547925641296,0.9679648291242766,0.8388238441548808,0,0.1946198313898205,37.0557528639905,17.504965297244212,-2.401218186473841,-0.9428801996761786,-1.4583379867976622,0.0129056232450845,-0.0315565727934182,-0.0135207472317472,-0.0013142426223767,0.0087118162163923,-0.0473310408079429,-0.0625807100406453,-0.0466595811179714,0.0126792656055285,0.0120131456411903,0.019913105416404,0.0841666174236079,0.0646111420703018,0.0165692827724832,0.6367296983766082,1.093290658678615,-171094931.0,-0.0349975468253457,0.0215970227543427,0.0090387286347334,,,,
2015-06-04,225.77200317382807,226.5809936523437,224.0540008544922,224.32400512695312,14728100,0.0,-0.0068621790978754,0.959461444799561,0.9612820266118276,0.8356054271375175,0,0.1883051553815611,32.60845902883665,15.532132299680114,-2.7945352159349284,-1.3132112029279286,-1.4813240130069998,0.0003144296021988,0.0129056232450845,-0.0315565727934182,-0.0158205618457023,-0.0159491779417969,-0.0386594786541739,-0.05392431972707,-0.0558952498448938,0.0122341537360067,0.0119894679185364,0.0195563777593761,0.0917674830255416,0.0582470624245421,0.0167219782711897,0.625583831859719,0.911532215339978,-170496791.0,-0.0152487139985212,0.0165539173074551,0.0154601735198453,,,,
2015-06-05,224.1540069580078,225.968002319336,223.1790008544922,224.9519958496093,18056500,0.0,0.0027994806989151,0.9644577042500536,0.964272366690612,0.8404877837910653,0,0.1908636000143224,21.808388473602008,18.53230437591557,-3.0207469025551177,-1.6547183428533665,-1.3660285597017512,-0.0068621790978754,0.0003144296021988,0.0129056232450845,-0.0135207472317472,2.529081053559424e-05,-0.0227551437344902,-0.0512997925176355,-0.0474311316566382,0.0124026451057331,0.012025580388952,0.0194341951825579,0.0974242431976206,0.1351801709370166,0.0156846100966055,0.6381867110640339,1.0939448171740218,-168441341.0,-0.012012418058916,0.0144660374048067,0.0242239530732603,,,,
2015-06-08,222.8789978027344,229.4640045166016,222.8390045166016,228.488998413086,23378400,0.0,0.0251614170427889,0.984876775492316,0.9787500280812292,0.8607234979698621,0,0.2052734071947772,35.09457397390091,69.6725601734491,-3.0761735612326504,-2.398736986891261,-0.6774365743413893,-0.0121355318115911,0.0029651101505896,0.0027994806989151,0.0003144296021988,-0.0013142426223767,0.0115772757162493,-0.0363017296010642,-0.0149086115348981,0.0160272533683571,0.0133084615506636,0.0193537815221149,0.1087495909764188,0.3609353435548719,0.0159488735833602,0.8281199904030787,1.392445851412643,-160048206.0,-0.0268903167843403,0.0036253993362165,0.032752874402106,,,,
