Date,Open,High,Low,Close,Volume,Regime,Return,Price_MA20,Price_MA50,Price_MA200,Golden_Cross,Price_52w_position,RSI14,RSI7,MACD,MACD_signal,MACD_hist,Return_lag1,Return_lag2,Return_lag3,Return_lag5,Return_lag10,Cum_return_5d,Cum_return_10d,Cum_return_20d,Vol_10d,Vol_20d,Vol_60d,BB_width,BB_position,ATR14_pct,Vol_ratio,Rel_Volume,OBV_MA20,Corr_SP500_BTC,Corr_SP500_Gold,Corr_BTC_Gold
2015-05-26,237.10400390625,238.24200439453125,235.69200134277344,237.11599731445312,16425000,0.0,2.5290810535594236e-05,0.9964328594747464,1.0122827457661616,0.8611968140813026,0,0.21134113572671528,43.044627927087554,66.35030006882704,0.43968696707639765,0.286263730257611,0.15342323681878667,-0.0159491779417969,0.0087118162163923,-0.0061411500797354,0.005666182682946,-0.0061109651552712,0.0075294174397728675,0.0040778539210653,0.03191720721299274,0.011564607147464948,0.013788961004059493,0.020748743983023444,0.05320569691804154,0.4329556658049508,0.014896866756505185,0.5573642027164185,0.8945177092722139,-185213541.0,0.03694048391576237,0.1223877082237414,0.00855683143678948
2015-05-27,237.06500244140625,238.6360015869141,236.69500732421875,237.2830047607422,18837000,0.0,0.0007043280427325,0.9971453592845146,1.0143725643799406,0.8635001426508816,0,0.22965761163061707,51.87516580134159,61.74204219068471,0.404263855936847,0.3098637553934582,0.09440010054338882,2.5290810535594236e-05,-0.0159491779417969,0.0087118162163923,0.0212625483807051,0.0027482271050158,-0.012752352212466067,0.0020312446839554354,-0.00021486543489457333,0.011537843328258598,0.011671090525978946,0.020512638543947772,0.053215603128357235,0.4463570729697466,0.012864082332331758,0.562474851957201,1.0552657407531898,-182604371.0,0.008053752774787336,0.12527409254951374,0.023337636109639133
2015-05-28,237.2570037841797,237.82400512695312,236.6519927978516,237.4080047607422,13829600,0.0,0.000526797105111,0.9990256386954837,1.015568056526461,0.865938049505025,0,0.23014269438838833,51.009235897317204,58.124719950122625,0.3818752206458953,0.3242660484439456,0.05760917220194972,0.0007043280427325,2.5290810535594236e-05,-0.0159491779417969,-0.0061411500797354,-0.0155150545239349,-0.006128760568301361,0.0183590073671267,-0.02646978695649216,0.010129672888154887,0.009728029405000194,0.0198620174530324,0.04789478667335706,0.4796562137094068,0.012084084276322373,0.5100022146344634,0.8054661457097203,-180675996.0,0.017530260211587077,0.12189663049310206,0.028242747632746
2015-05-29,237.3769989013672,237.52200317382807,235.7310028076172,237.0959930419922,14805000,0.0,-0.0013142426223767,0.9987078577810184,1.0148046377883297,0.86685245860915,0,0.2289318823484827,48.91085307258416,29.700388230408308,0.3350925889861003,0.32643135655237654,0.008661232433723742,0.000526797105111,0.0007043280427325,2.5290810535594236e-05,0.0087118162163923,-0.0050658853743781,-0.016007311968719407,0.02219897941428295,-0.019583875070651513,0.009911501432742975,0.009586540458962525,0.01968787562895247,0.0449836107016985,0.47127526672880604,0.012049673203840244,0.5034317373565375,0.8749787977950889,-178498346.0,0.005977747909039501,0.11679292922755391,0.02368328856651491
2015-06-01,230.2330017089844,231.71299743652344,221.29600524902344,222.92599487304688,26090500,0.0,-0.0315565727934182,0.9464163036984057,0.9559812507018864,0.8229512874564813,0,0.17394290803323575,33.93993054237757,2.0162643257488497,-1.5015495930571205,-0.2173464383603268,-1.2842031546967938,-0.0135207472317472,-0.0158205618457023,-0.0013142426223767,0.0007043280427325,0.0212625483807051,-0.06050584997510344,-0.07248661027777237,-0.07542554777655441,0.01177024330681966,0.01209264069989115,0.019839862768939582,0.0674688367285953,-0.29419920217601714,0.01605272497156632,0.5932623347197056,1.5432043085864455,-175730026.0,-0.00032922914342465605,0.1174893734051732,0.02842741277974668
2015-06-02,222.8939971923828,226.4160003662109,222.41900634765625,225.8029937744141,20459000,0.0,0.0129056232450845,0.9607869388929386,0.9682178078771155,0.8362270443195703,0,0.19433057969198217,40.818331322119725,17.9536764648676,-2.022092761442508,-0.578295702976763,-1.443797058465745,-0.0315565727934182,-0.0135207472317472,-0.0158205618457023,0.000526797105111,-0.0061411500797354,-0.048882138569941946,-0.05471131221488168,-0.04473364657347689,0.013427072511938875,0.01204490298893434,0.01991147413337484,0.07697097811851043,-0.00945255037146494,0.01637425144859314,0.6743384453606545,1.2346528349823331,-173245946.0,-0.015055871763430336,0.02712087094086098,0.016730024111699295
2015-06-03,225.73599243164065,227.4040069580078,223.92999267578125,225.87399291992188,17752400,0.0,0.0003144296021988,0.9633547925641295,0.9679648291242766,0.8388238441548808,0,0.19461983138982053,37.0557528639905,17.504965297244212,-2.401218186473841,-0.9428801996761786,-1.4583379867976622,0.0129056232450845,-0.0315565727934182,-0.0135207472317472,-0.0013142426223767,0.0087118162163923,-0.047331040807942926,-0.06258071004064536,-0.046659581117971416,0.012679265605528536,0.012013145641190383,0.019913105416404023,0.0841666174236079,0.06461114207030183,0.016569282772483266,0.6367296983766082,1.093290658678615,-171094931.0,-0.03499754682534572,0.021597022754342703,0.009038728634733435
2015-06-04,225.77200317382807,226.5809936523437,224.0540008544922,224.32400512695312,14728100,0.0,-0.0068621790978754,0.959461444799561,0.9612820266118275,0.8356054271375175,0,0.1883051553815611,32.60845902883665,15.532132299680114,-2.7945352159349284,-1.3132112029279286,-1.4813240130069998,0.0003144296021988,0.0129056232450845,-0.0315565727934182,-0.0158205618457023,-0.0159491779417969,-0.03865947865417396,-0.053924319727070014,-0.0558952498448938,0.012234153736006718,0.01198946791853645,0.019556377759376152,0.09176748302554164,0.05824706242454217,0.016721978271189767,0.625583831859719,0.911532215339978,-170496791.0,-0.015248713998521237,0.016553917307455108,0.015460173519845312
2015-06-05,224.1540069580078,225.968002319336,223.1790008544922,224.95199584960932,18056500,0.0,0.0027994806989151,0.9644577042500535,0.9642723666906119,0.8404877837910653,0,0.19086360001432248,21.808388473602008,18.532304375915572,-3.0207469025551177,-1.6547183428533665,-1.3660285597017512,-0.0068621790978754,0.0003144296021988,0.0129056232450845,-0.0135207472317472,2.5290810535594236e-05,-0.02275514373449028,-0.0512997925176355,-0.04743113165663826,0.012402645105733122,0.01202558038895203,0.019434195182557908,0.09742424319762064,0.13518017093701662,0.015684610096605545,0.6381867110640339,1.0939448171740218,-168441341.0,-0.012012418058916082,0.014466037404806764,0.024223953073260387
2015-06-08,222.8789978027344,229.4640045166016,222.8390045166016,228.488998413086,23378400,0.0,0.0251614170427889,0.9848767754923161,0.9787500280812292,0.8607234979698621,0,0.2052734071947772,35.09457397390091,69.6725601734491,-3.0761735612326504,-2.398736986891261,-0.6774365743413893,-0.0121355318115911,0.0029651101505896,0.0027994806989151,0.0003144296021988,-0.0013142426223767,0.011577275716249336,-0.03630172960106426,-0.014908611534898197,0.016027253368357128,0.01330846155066363,0.019353781522114966,0.10874959097641887,0.36093534355487195,0.01594887358336021,0.8281199904030787,1.392445851412643,-160048206.0,-0.026890316784340302,0.0036253993362165547,0.03275287440210609
2015-06-09,228.5379943847656,230.95399475097656,227.9290008544922,229.04800415039065,28353100,0.0,0.0024465323984399,0.9883449566058342,0.9807730164452165,0.8648132689511289,0,0.20755080585162475,36.31245087958551,63.725618012626875,-2.7713998723766338,-2.4732695639883358,-0.298130308388298,0.0251614170427889,-0.0121355318115911,0.0029651101505896,-0.0068621790978754,-0.0158205618457023,0.02105882079255883,-0.018414780894527305,-0.02123768730026454,0.015509102486556514,0.013140355421645471,0.018943580483965057,0.10910951331779037,0.39318031911461754,0.016058075170759332,0.8186996381008499,1.626484650331127,-155296101.0,-0.04477555823988566,0.00396519152393008,0.03430983682543492
2015-06-10,228.9949951171875,229.7819976806641,228.009994506836,228.8029937744141,15904800,0.0,-0.0010696900716746,0.9886829878232428,0.9802667087066197,0.8659171469235052,0,0.2065526295111579,35.65142854192166,62.20924685633613,-2.520579150446224,-2.4827314812799135,-0.03784766916631055,0.0024465323984399,0.0251614170427889,-0.0121355318115911,0.0027994806989151,-0.0135207472317472,0.01711919874398138,-0.006025494818547639,-0.02779336005618338,0.01494863819368594,0.013046749363799407,0.018941261630996187,0.10880341655601676,0.39598661020970166,0.01602251446024293,0.7892102693530948,0.9103058448608711,-152094681.0,-0.06683043232263561,0.02654985507170396,0.03485882978631643
2015-06-11,228.85499572753903,230.28700256347656,228.7669982910156,229.7050018310547,14416000,0.0,0.0039422913212836,0.9948683440862024,0.9845083746145327,0.8716047253049888,0,0.210227425313011,37.3001018358631,73.71103452078238,-2.2233875814474118,-2.4308627013134134,0.20747511986600164,-0.0010696900716746,0.0024465323984399,0.0251614170427889,0.0029651101505896,-0.0315565727934182,0.018110170134017833,0.03040922599389262,-0.04428164599734785,0.010222986914948572,0.012001321543116016,0.01894861489707711,0.10291436456638076,0.4501366409303569,0.016067807902567226,0.5395110392224766,0.8559258735894382,-149522611.0,-0.07159488107188725,0.019376666895312852,0.027160407324105674
2015-06-12,229.7050018310547,231.0570068359375,229.31300354003903,229.98199462890625,14017700,0.0,0.0012058631533644,0.9979893085542637,0.9862433781446756,0.8750949888275448,0,0.2113558985713092,38.25763128161806,72.87187983947538,-1.9431111423012055,-2.3333123895109718,0.39020124720976623,0.0039422913212836,-0.0010696900716746,0.0024465323984399,-0.0121355318115911,0.0129056232450845,0.0318600420395283,0.018507287191538158,-0.037216582991130065,0.009621088865425122,0.011986556192879458,0.017837954650504226,0.09783827114676215,0.4794488248599549,0.016033859155089775,0.5393605407082455,0.8337310859344866,-145519406.0,0.059618650978923104,0.014948498447282944,0.04985571164750561
2015-06-15,233.4219970703125,237.83599853515625,233.4219970703125,236.822998046875,19912100,0.0,0.0140445176673393,1.0304501494443095,1.0133481025927058,0.9082205784926328,0,0.23922626010049772,80.25953814994187,97.22337024093405,-0.4340893341559422,-1.644056592765159,1.2099672586092167,0.0049096242936219,0.0105225549193543,0.0012058631533644,-0.0010696900716746,0.0027994806989151,0.03505200758154481,0.05277126860969017,-0.0012356790385146255,0.009860350006335745,0.01213598505239411,0.017273315400761984,0.08476982820094194,0.8592097576525585,0.012988905757998784,0.5708429318612901,1.1737486468093585,-130406861.0,0.06260963862153787,0.029525456368789775,0.03364587907581384
2015-06-16,236.76499938964844,251.74200439453125,236.1219940185547,250.8950042724609,41612000,0.0,0.0594199310947014,1.0884560875376688,1.0715795403148867,0.9645090101158255,0,0.296555847148785,86.72931054507772,98.90311972505924,1.1833883533164453,-1.078567603548838,2.2619559568652834,0.0140445176673393,0.0049096242936219,0.0105225549193543,0.0039422913212836,0.0029651101505896,0.09224876372953905,0.1120295746693516,0.05736609550036742,0.01969549464059972,0.017998865474258604,0.018536169692439187,0.11467944545259968,1.2713334084287164,0.015569409476232927,1.0625439326137274,2.2985883501254056,-123671196.0,0.095747652125864,-0.012793209956192965,0.008475114795867975
2015-06-17,250.822998046875,256.8529968261719,246.4759979248047,249.28399658203125,43858400,0.0,-0.0064210433169095,1.078688280084569,1.0625723362248787,0.9606462600075723,0,0.2899925750649495,82.78893065459128,93.2033647461281,2.3086436106087547,-0.4011253607173195,2.709768971326074,0.0594199310947014,0.0140445176673393,0.0049096242936219,0.0012058631533644,-0.0121355318115911,0.08392831788536426,0.11846231966102705,0.050023552631503376,0.01902618458759122,0.018114656438521847,0.018569106901035155,0.13334798379511575,1.0900972616539197,0.017647973585621188,1.0246149526195352,2.2371341602598354,-119819931.0,0.09321014261292675,-0.013428694249896657,0.011336683444817003
2015-06-18,249.4279937744141,252.1080017089844,244.1269989013672,249.0070037841797,30980200,0.0,-0.001111153550366,1.074720101316441,1.0592966694687043,0.9619706366412076,0,0.2888641018066513,85.85036250946898,91.8190473671684,3.141848234463737,0.3074693583188918,2.834378876144845,-0.0064210433169095,0.0594199310947014,0.0140445176673393,0.0105225549193543,0.0251614170427889,0.07144952066212062,0.0897986577629406,0.05023708156922746,0.01872888467535721,0.018112405411938343,0.018560251186009135,0.14847754260100415,1.0032417698158718,0.019232107763134016,1.0090857331432666,1.517634054155868,-116777426.0,0.036394831443090234,0.05152403598626663,0.02990613411578704
2015-06-19,249.04299926757807,250.9770050048828,243.78700256347656,244.6060028076172,23965300,0.0,-0.0176742055832973,1.0531659393401478,1.039825896712069,0.9474325625454918,0,0.2709343507433887,75.72645741880781,76.88038049913872,3.4077623406703594,0.9275279547891853,2.4802343858811744,-0.001111153550366,-0.0064210433169095,0.0594199310947014,0.0049096242936219,0.0024465323984399,0.04737030685884047,0.06792462005917055,0.04825902216890965,0.02048448663214167,0.01821610885077019,0.01870882449131527,0.15620390499282774,0.8403624214297905,0.02086329315138601,1.0949104066720317,1.1462910189115323,-114228256.0,0.054114341150513785,0.07403447966039928,0.029536866679706095
2015-06-22,243.968994140625,247.91700744628903,243.7790069580078,246.9900054931641,17692500,0.0,0.0124864938099522,1.0504886808411156,1.0473975697219864,0.9639430708923457,0,0.28064681727398966,77.12356628851941,70.10798416481731,3.8772605513605924,2.299034301542338,1.5782262498182544,-0.0051710574607157,0.0024774649872099,-0.0176742055832973,-0.0064210433169095,0.0012058631533644,-0.009202319925547986,0.07395366272782233,0.09382963159433011,0.020726956322085845,0.015975700944798544,0.017747592043126828,0.16501965491239418,0.8059555594630167,0.021001431162880023,1.1678742824220396,0.8720723900180798,-99869276.0,0.06527676760362917,0.05402947884167409,0.010317123424273341
2015-06-23,246.927001953125,247.3040008544922,243.13299560546875,244.29600524902344,15108700,0.0,-0.0109073249290454,1.034976046832771,1.0355097256794692,0.9559016721975071,0,0.2696714155417368,71.03750820516986,26.267741354862366,3.793234367821526,2.597874314798176,1.1953600530233501,0.0124864938099522,-0.0051710574607157,0.0024774649872099,-0.001111153550366,0.0105225549193543,-0.01891914068103595,0.05117861644808519,0.08155880228155699,0.02145726756278076,0.01632778309467377,0.01756279089415818,0.1635355657218284,0.713874252236144,0.021568103607203362,1.2217458883438612,0.7495995548652626,-96560061.0,0.06678387426136687,0.05597572386179442,0.013928366091461886
2015-06-24,244.2819976806641,244.34100341796875,240.51499938964844,240.51499938964844,17344900,0.0,-0.0154771497614987,1.0154747830822954,1.0191033694250464,0.9435857575415837,0,0.25426753488177795,64.72244109742275,22.721365229964007,3.382555444724545,2.75481054078345,0.6277449039410952,-0.0109073249290454,0.0124864938099522,-0.0051710574607157,-0.0176742055832973,0.0049096242936219,-0.01672486926327099,0.029853175406394206,0.07217682411444293,0.0224347058442954,0.01673930392187448,0.017457369867940897,0.15685845347102773,0.5986544412485466,0.022517164885889302,1.285113737865805,0.8549956904912545,-93381686.0,0.05469794409492951,0.10775855938137896,0.038059901911102034
2015-06-25,240.3650054931641,243.33200073242188,240.3650054931641,242.7989959716797,16133100,0.0,0.0094962750257876,1.0212702957941882,1.0276474520959702,0.9550247025605054,0,0.2635725748859156,65.90697770982587,32.83185302964327,3.20444997083942,2.844738426794644,0.3597115440447758,-0.0154771497614987,-0.0109073249290454,0.0124864938099522,0.0024774649872099,0.0140445176673393,-0.009840503679664714,0.025234026991001857,0.07933692721713848,0.02223488677518472,0.016788917341154213,0.016977414852861795,0.15033696502796928,0.6414841372528098,0.022731034674700105,1.3096744685741541,0.7990494475954248,-90299481.0,0.03451062891918289,0.10682402298227571,0.03596593278776974
2015-06-26,242.60400390625,243.74899291992188,241.5529937744141,243.593994140625,13983500,0.0,0.0032743058337771,1.0207554299766555,1.0304662309198085,0.960386467863369,0,0.26681141062825,66.33073137869424,46.50404978446482,3.0918093541120584,2.894152612258127,0.19765674185393145,0.0094962750257876,-0.0154771497614987,-0.0109073249290454,-0.0051710574607157,0.0594199310947014,-0.0014347805363745803,-0.029099862522201536,0.07966966692585076,0.010103824646350875,0.01678809965294497,0.016009689036607433,0.14326733265129016,0.6448720346261605,0.02278938704473601,0.6311068643024653,0.6877255727337356,-87074676.0,0.04140005508175905,0.14108039198231379,0.01564226736048921
2015-06-29,248.7209930419922,257.1730041503906,248.5809936523437,257.0639953613281,34742900,0.0,0.0323399115825941,1.0601746607324805,1.0845964271871837,1.0193609956497611,0,0.3216884192895138,69.36454595618827,68.6679752733285,4.456250096079231,3.424584715610173,1.0316653804690574,-0.0078847916767104,0.0303620431145335,0.0032743058337771,-0.0154771497614987,-0.0176742055832973,0.06880650276978906,0.050930853743230475,0.12231493269219929,0.01639117295582668,0.018076778592561963,0.015821003649795457,0.13382396693355444,0.9496553353732069,0.024329967155895377,1.0360387570000082,1.6866365599175686,-75861321.0,-0.05433312712700197,0.10258437963000497,0.04102593345324418
