Date,Open,High,Low,Close,Volume,Regime,Return
2014-02-04,1258.4000244140625,1260.699951171875,1247.800048828125,1251.699951171875,1745,1.0,-0.00690262858907198
2014-02-05,1254.0,1273.699951171875,1253.0999755859375,1257.300048828125,1616,1.0,0.004473993668376419
2014-02-06,1258.0,1267.0,1253.5,1257.5999755859375,274,1.0,0.00023854827500557896
2014-02-07,1258.300048828125,1271.4000244140625,1257.9000244140625,1263.300048828125,436,1.0,0.004532501075734885
2014-02-10,1269.5999755859375,1277.300048828125,1265.699951171875,1274.800048828125,742,1.0,0.00910314221128039
2014-02-11,1274.0,1292.0,1273.800048828125,1290.0999755859375,562,1.0,0.012001824734692468
2014-02-12,1290.5,1296.199951171875,1285.5,1295.300048828125,140,1.0,0.004030752143705518
2014-02-13,1293.300048828125,1303.5,1287.5,1300.4000244140625,877,1.0,0.003937292823042338
2014-02-14,1301.699951171875,1320.699951171875,1301.699951171875,1319.0,308,1.0,0.014303272252181198
2014-02-18,1322.9000244140625,1330.5999755859375,1313.9000244140625,1324.699951171875,373,1.0,0.004321418629169793
2014-02-19,1318.300048828125,1321.5999755859375,1309.0999755859375,1320.5999755859375,193,1.0,-0.003095022070704001
2014-02-20,1310.699951171875,1323.5,1309.5999755859375,1317.0999755859375,116,1.0,-0.0026503105139367156
2014-02-21,1320.0,1328.300048828125,1317.4000244140625,1323.9000244140625,171,1.0,0.005162894961789011
2014-02-24,1324.300048828125,1339.0,1321.4000244140625,1338.300048828125,93,1.0,0.01087697269318788
2014-02-25,1336.4000244140625,1343.9000244140625,1333.0999755859375,1343.0,290,1.0,0.0035118814917405317
2014-02-26,1341.199951171875,1342.0,1325.5999755859375,1328.199951171875,485,1.0,-0.011020140601731176
2014-02-27,1329.300048828125,1335.0,1324.5999755859375,1331.5999755859375,369,1.0,0.002559873918879907
2014-02-28,1329.800048828125,1332.5999755859375,1321.0999755859375,1321.4000244140625,239,1.0,-0.007659921417005666
2014-03-03,1335.9000244140625,1354.0999755859375,1332.9000244140625,1350.0999755859375,232,1.0,0.021719351174222412
2014-03-04,1350.4000244140625,1350.4000244140625,1332.199951171875,1337.800048828125,80,1.0,-0.00911038217927107
2014-03-05,1334.800048828125,1341.0,1334.800048828125,1340.199951171875,32,1.0,0.0017939170699330376
2014-03-06,1338.0,1351.699951171875,1333.300048828125,1351.699951171875,59,1.0,0.008580809147130886
2014-03-07,1349.5,1352.699951171875,1329.199951171875,1338.0999755859375,97,1.0,-0.010061386459433441
2014-03-10,1336.0,1344.699951171875,1330.5,1341.4000244140625,97,1.0,0.002466219930001845
2014-03-11,1340.0,1352.4000244140625,1338.0999755859375,1346.5,53,1.0,0.003801979642996667
2014-03-12,1349.0999755859375,1370.5,1348.699951171875,1370.300048828125,58,1.0,0.017675491146026845
2014-03-13,1366.800048828125,1374.5,1366.5,1372.199951171875,23,1.0,0.0013864863723640486
2014-03-14,1376.0999755859375,1386.5999755859375,1371.0999755859375,1379.0,91,1.0,0.0049555815989628105
2014-03-17,1386.0999755859375,1391.4000244140625,1372.199951171875,1372.9000244140625,29,1.0,-0.004423477582260693
2014-03-18,1359.300048828125,1361.800048828125,1353.4000244140625,1359.0,35,1.0,-0.010124571466880727
2014-03-19,1357.0999755859375,1358.0,1332.699951171875,1341.4000244140625,57,1.0,-0.012950681078688353
2014-03-20,1333.699951171875,1333.699951171875,1325.800048828125,1330.5,72,1.0,-0.008125856728550263
2014-03-21,1339.0999755859375,1339.0999755859375,1335.800048828125,1336.0,3,1.0,0.004133784291619591
2014-03-24,1333.0,1333.0,1310.5,1311.199951171875,103,1.0,-0.01856291079949479
2014-03-25,1315.5,1315.5,1307.5,1311.4000244140625,46,1.0,0.00015258789630734348
2014-03-26,1315.199951171875,1315.199951171875,1303.4000244140625,1303.4000244140625,4,1.0,-0.006100350656600306
2014-03-27,1294.699951171875,1294.699951171875,1294.699951171875,1294.699951171875,185016,1.0,-0.006674906459433694
2014-03-28,1292.199951171875,1299.4000244140625,1285.9000244140625,1293.800048828125,65486,1.0,-0.0006950663301836801
2014-03-31,1294.300048828125,1298.800048828125,1282.4000244140625,1283.4000244140625,4121,1.0,-0.008038355249315732
2014-04-01,1285.0999755859375,1287.9000244140625,1277.300048828125,1279.5999755859375,884,1.0,-0.00296092313841112
2014-04-02,1280.199951171875,1294.0999755859375,1280.199951171875,1290.5,1099,1.0,0.008518306206649617
2014-04-03,1290.800048828125,1293.5,1282.699951171875,1284.4000244140625,775,1.0,-0.004726831139819865
2014-04-04,1285.5,1306.0999755859375,1284.4000244140625,1303.199951171875,976,1.0,0.01463712737500833
2014-04-07,1301.4000244140625,1304.0,1296.300048828125,1298.0,361,1.0,-0.003990140704961731
2014-04-08,1296.5999755859375,1314.0999755859375,1296.5999755859375,1308.699951171875,264,1.0,0.008243413845820502
2014-04-09,1309.5,1313.5999755859375,1301.0999755859375,1305.5,191,1.0,-0.0024451373815744804
2014-04-10,1311.800048828125,1323.800048828125,1311.199951171875,1320.0999755859375,127,1.0,0.011183435914161155
2014-04-11,1319.0,1322.800048828125,1316.300048828125,1318.699951171875,76,1.0,-0.0010605442314632896
2014-04-14,1320.0999755859375,1330.0,1320.0999755859375,1327.199951171875,328,1.0,0.006445742257324305
2014-04-15,1322.699951171875,1322.699951171875,1291.5,1300.0,238,1.0,-0.02049423762249114
2014-04-16,1302.699951171875,1303.5,1295.0,1303.0999755859375,177,1.0,0.002384596604567246
2014-04-17,1300.0999755859375,1303.0,1292.5,1293.4000244140625,124,1.0,-0.0074437505591337105
2014-04-21,1290.0,1299.199951171875,1283.800048828125,1288.0,100,1.0,-0.0041750613206528175
2014-04-22,1289.199951171875,1291.5999755859375,1276.0,1280.5999755859375,100,1.0,-0.005745360569924252
2014-04-23,1284.300048828125,1287.699951171875,1282.4000244140625,1284.199951171875,176,1.0,0.0028111632473601933
2014-04-24,1284.5999755859375,1297.9000244140625,1272.4000244140625,1290.5,522,1.0,0.004905816124954665
2014-04-25,1293.800048828125,1304.5999755859375,1293.800048828125,1300.699951171875,274,1.0,0.007903875375339098
2014-04-28,1305.4000244140625,1305.4000244140625,1293.0,1298.9000244140625,388,1.0,-0.0013838139658503001
2014-04-29,1295.5,1300.5,1289.0999755859375,1296.0,904,1.0,-0.002232677157251395
2014-04-30,1296.0,1296.5,1286.5999755859375,1295.5999755859375,181,1.0,-0.00030866081331981654
2014-05-01,1288.699951171875,1288.699951171875,1278.0,1283.0999755859375,25,1.0,-0.009648039700175914
2014-05-02,1276.699951171875,1302.699951171875,1276.699951171875,1302.5999755859375,90,1.0,0.015197568678227968
2014-05-05,1305.5999755859375,1314.199951171875,1305.5,1309.0,31,1.0,0.004913269256882735
2014-05-06,1309.4000244140625,1309.4000244140625,1306.9000244140625,1308.300048828125,14,1.0,-0.000534722056436232
2014-05-07,1310.300048828125,1312.0,1288.0,1288.5999755859375,21,1.0,-0.015057763897382226
2014-05-08,1291.5,1291.5,1285.5,1287.4000244140625,65,1.0,-0.0009312053349445071
2014-05-09,1287.300048828125,1287.300048828125,1287.300048828125,1287.300048828125,3,1.0,-7.76569706707475e-05
2014-05-12,1282.0999755859375,1295.9000244140625,1281.199951171875,1295.5999755859375,19,1.0,0.006447546370691226
2014-05-13,1295.5,1295.5,1292.0,1294.5999755859375,20,1.0,-0.0007718431760140865
2014-05-14,1292.800048828125,1306.9000244140625,1292.800048828125,1305.699951171875,25,1.0,0.00857405823827051
2014-05-15,1302.5,1302.5,1292.800048828125,1293.5,27,1.0,-0.009343610039140637
2014-05-16,1293.300048828125,1293.300048828125,1293.300048828125,1293.300048828125,8,1.0,-0.0001545815012562457
2014-05-19,1293.699951171875,1293.699951171875,1293.699951171875,1293.699951171875,44,1.0,0.00030921080078227803
2014-05-20,1290.699951171875,1294.5,1290.0999755859375,1294.5,8,1.0,0.000618419153065819
2014-05-21,1287.4000244140625,1288.0,1287.4000244140625,1288.0,2,1.0,-0.005021243723445368
2014-05-22,1294.199951171875,1295.0,1294.199951171875,1294.9000244140625,4,1.0,0.005357161812160394
2014-05-23,1293.199951171875,1293.4000244140625,1291.5999755859375,1291.5999755859375,3,1.0,-0.0025484970004678864
2014-05-27,1291.9000244140625,1291.9000244140625,1265.4000244140625,1265.4000244140625,25,1.0,-0.02028488051030608
2014-05-28,1259.300048828125,1259.300048828125,1259.300048828125,1259.300048828125,168825,1.0,-0.0048205906972081936
2014-05-29,1258.300048828125,1260.5999755859375,1250.9000244140625,1256.300048828125,38045,1.0,-0.0023822757751750245
2014-05-30,1255.0999755859375,1259.5999755859375,1241.800048828125,1245.5999755859375,3839,1.0,-0.008517131916191967
2014-06-02,1250.0,1250.699951171875,1240.9000244140625,1243.699951171875,774,1.0,-0.0015253889300765877
2014-06-03,1244.0999755859375,1247.5,1240.5,1244.300048828125,654,1.0,0.00048250999421894925
2014-06-04,1245.0999755859375,1248.800048828125,1242.699951171875,1244.0,604,1.0,-0.00024113864530306284
2014-06-05,1244.0,1256.5999755859375,1241.199951171875,1253.0,1317,1.0,0.007234726688102988
2014-06-06,1253.4000244140625,1256.5999755859375,1246.300048828125,1252.0999755859375,381,1.0,-0.0007182956217577363
2014-06-09,1252.699951171875,1256.0999755859375,1252.5999755859375,1253.5,97,1.0,0.0011181410760807697
2014-06-10,1252.4000244140625,1262.300048828125,1251.0,1259.800048828125,1007,1.0,0.005025966356701161
2014-06-11,1259.9000244140625,1264.4000244140625,1259.0999755859375,1260.800048828125,128,1.0,0.0007937767592010037
2014-06-12,1260.0,1274.5,1260.0,1273.5999755859375,129,1.0,0.010152225778948587
2014-06-13,1272.5,1274.699951171875,1271.300048828125,1273.699951171875,145,1.0,7.849842011142805e-05
2014-06-16,1279.800048828125,1282.0999755859375,1270.800048828125,1274.9000244140625,334,1.0,0.0009421946205487863
2014-06-17,1272.800048828125,1272.800048828125,1260.9000244140625,1271.699951171875,819,1.0,-0.0025100581856669635
2014-06-18,1269.9000244140625,1272.699951171875,1267.4000244140625,1272.4000244140625,143,1.0,0.0005505019022311597
2014-06-19,1277.199951171875,1321.0,1277.199951171875,1313.699951171875,601,1.0,0.032458288246914435
2014-06-20,1321.4000244140625,1321.4000244140625,1306.800048828125,1316.199951171875,254,1.0,0.0019030220696665268
2014-06-23,1312.300048828125,1318.0,1312.300048828125,1318.0,142,1.0,0.0013676104656608068
2014-06-24,1315.5999755859375,1325.5999755859375,1315.5999755859375,1320.9000244140625,223,1.0,0.00220032201370457
2014-06-25,1315.300048828125,1323.4000244140625,1312.0,1322.199951171875,294,1.0,0.0009841219878765628
2014-06-26,1319.5999755859375,1319.5999755859375,1312.4000244140625,1316.0999755859375,1204,1.0,-0.004613504621998388
2014-06-27,1317.4000244140625,1320.9000244140625,1313.300048828125,1319.0,625,1.0,0.0022034985699102005
2014-06-30,1315.300048828125,1328.699951171875,1311.800048828125,1321.800048828125,744,1.0,0.0021228573374716397
2014-07-01,1326.699951171875,1331.4000244140625,1326.199951171875,1326.4000244140625,51,1.0,0.0034800842911268948
2014-07-02,1326.800048828125,1330.699951171875,1326.800048828125,1330.699951171875,226,1.0,0.003241802381383385
2014-07-03,1327.300048828125,1327.699951171875,1313.0,1320.4000244140625,40,1.0,-0.007740232310628592
2014-07-07,1318.699951171875,1320.300048828125,1313.199951171875,1316.5,93,1.0,-0.0029536688442528547
2014-07-08,1318.4000244140625,1323.5,1316.0,1316.0,6,1.0,-0.00037979491074824345
2014-07-09,1324.0,1330.4000244140625,1323.800048828125,1323.800048828125,16,1.0,0.005927088775171008
2014-07-10,1330.5,1343.699951171875,1328.0,1338.699951171875,28,1.0,0.011255402473311582
2014-07-11,1337.9000244140625,1339.0,1336.199951171875,1337.0,112,1.0,-0.0012698522700227421
2014-07-14,1332.800048828125,1332.800048828125,1304.699951171875,1306.300048828125,103,1.0,-0.02296181837836575
2014-07-15,1307.4000244140625,1311.9000244140625,1294.0999755859375,1296.9000244140625,368,1.0,-0.007195915228277894
2014-07-16,1298.4000244140625,1303.0999755859375,1296.9000244140625,1299.5999755859375,34,1.0,0.0020818498890033954
2014-07-17,1303.0999755859375,1323.800048828125,1303.0999755859375,1316.699951171875,16,1.0,0.013157876198195417
2014-07-18,1322.699951171875,1322.699951171875,1306.199951171875,1309.199951171875,27,1.0,-0.005696058538868232
2014-07-21,1311.0,1315.5,1311.0,1313.699951171875,18,1.0,0.003437213693731067
2014-07-22,1306.0999755859375,1306.0999755859375,1306.0999755859375,1306.0999755859375,2,1.0,-0.00578516850758648
2014-07-23,1304.5,1304.5,1304.5,1304.5,0,1.0,-0.0012250023856096304
2014-07-24,1297.5,1297.5,1290.5999755859375,1290.5999755859375,1,1.0,-0.010655442249185465
2014-07-25,1294.800048828125,1303.0999755859375,1294.800048828125,1303.0999755859375,8,1.0,0.009685417818425801
2014-07-28,1307.4000244140625,1308.0,1303.300048828125,1303.300048828125,52,1.0,0.00015353637167980771
2014-07-29,1310.9000244140625,1310.9000244140625,1298.300048828125,1298.300048828125,181554,1.0,-0.003836415109855773
2014-07-30,1298.5999755859375,1303.0,1291.0,1294.9000244140625,36189,1.0,-0.002618827918193012
2014-07-31,1295.0999755859375,1297.300048828125,1280.5999755859375,1281.300048828125,5663,1.0,-0.010502722472409798
2014-08-01,1284.0999755859375,1296.5999755859375,1279.699951171875,1293.5999755859375,1985,1.0,0.009599567852246693
2014-08-04,1294.4000244140625,1295.0,1285.9000244140625,1287.699951171875,917,1.0,-0.004560934234240421
2014-08-05,1288.0,1292.699951171875,1282.5999755859375,1284.0,825,1.0,-0.002873302253764809
2014-08-06,1288.0999755859375,1309.0,1287.800048828125,1306.699951171875,706,1.0,0.017679089697721917
2014-08-07,1305.300048828125,1313.0999755859375,1302.5,1310.800048828125,225,1.0,0.003137749911579224
2014-08-08,1310.800048828125,1321.4000244140625,1308.0,1308.9000244140625,586,1.0,-0.0014495150620120745
2014-08-11,1308.4000244140625,1309.699951171875,1305.300048828125,1308.5,194,1.0,-0.00030561876889079187
2014-08-12,1306.199951171875,1315.800048828125,1305.800048828125,1308.800048828125,438,1.0,0.00022930747277416508
2014-08-13,1308.800048828125,1312.800048828125,1305.0,1312.800048828125,238,1.0,0.003056234604805752
2014-08-14,1311.800048828125,1316.4000244140625,1309.699951171875,1313.9000244140625,320,1.0,0.0008378850891417322
2014-08-15,1311.699951171875,1312.800048828125,1292.0,1304.5,199,1.0,-0.0071542919852326525
2014-08-18,1301.4000244140625,1302.0999755859375,1295.699951171875,1297.699951171875,100,1.0,-0.005212762612591071
2014-08-19,1298.800048828125,1301.5999755859375,1294.0,1295.0999755859375,144,1.0,-0.0020035259950419437
2014-08-20,1295.4000244140625,1295.800048828125,1288.4000244140625,1293.4000244140625,332,1.0,-0.0013126022731224651
2014-08-21,1290.0,1290.0,1272.0,1273.699951171875,264,1.0,-0.015231229990978257
2014-08-22,1276.0,1280.0,1275.0,1278.5999755859375,119,1.0,0.0038470790625015905
2014-08-25,1277.300048828125,1277.5999755859375,1273.699951171875,1277.300048828125,251,1.0,-0.001016679792455677
2014-08-26,1289.4000244140625,1289.5,1281.0999755859375,1283.800048828125,74,1.0,0.005088859118077549
2014-08-27,1281.5,1282.300048828125,1281.5,1281.9000244140625,783,1.0,-0.0014800002662384015
2014-08-28,1284.5,1293.699951171875,1284.300048828125,1288.699951171875,817,1.0,0.005304568709186608
2014-08-29,1289.5,1289.699951171875,1284.800048828125,1285.800048828125,116,1.0,-0.002250254096085702
2014-09-02,1284.5,1286.4000244140625,1262.5,1263.699951171875,280,1.0,-0.017187818336445004
2014-09-03,1266.300048828125,1271.0999755859375,1263.0999755859375,1268.9000244140625,279,1.0,0.004114958805977009
2014-09-04,1268.699951171875,1272.699951171875,1260.4000244140625,1265.0999755859375,290,1.0,-0.0029947582591305366
2014-09-05,1263.199951171875,1268.0999755859375,1263.199951171875,1265.800048828125,123,1.0,0.0005533738484686523
2014-09-08,1268.4000244140625,1268.4000244140625,1252.699951171875,1252.699951171875,2,1.0,-0.010349263035957401
2014-09-09,1246.800048828125,1246.800048828125,1246.800048828125,1246.800048828125,0,1.0,-0.00470974900113208
2014-09-10,1256.699951171875,1256.699951171875,1243.5,1243.5,95,1.0,-0.002646814805009612
2014-09-11,1237.4000244140625,1237.4000244140625,1237.4000244140625,1237.4000244140625,0,1.0,-0.0049054890116103644
2014-09-12,1227.0,1229.9000244140625,1227.0,1229.9000244140625,47,1.0,-0.006061095726542787
2014-09-15,1226.699951171875,1235.0,1226.699951171875,1233.5999755859375,21,1.0,0.0030083349039997653
2014-09-16,1238.300048828125,1238.300048828125,1235.199951171875,1235.199951171875,3,1.0,0.0012969970959813004
2014-09-17,1236.199951171875,1236.199951171875,1221.9000244140625,1234.4000244140625,10,1.0,-0.0006476091235703141
2014-09-18,1216.199951171875,1225.699951171875,1216.199951171875,1225.699951171875,5,1.0,-0.007048017717204091
2014-09-19,1218.300048828125,1218.300048828125,1215.300048828125,1215.300048828125,4,1.0,-0.008484868041160332
2014-09-22,1214.9000244140625,1216.800048828125,1212.4000244140625,1216.800048828125,7,1.0,0.0012342630953123823
2014-09-23,1221.0,1221.0,1221.0,1221.0,5,1.0,0.003451636261783353
2014-09-24,1218.5999755859375,1218.5999755859375,1216.800048828125,1218.5999755859375,2,1.0,-0.001965621960739128
2014-09-25,1209.5,1221.199951171875,1209.5,1221.199951171875,11,1.0,0.0021335759379834673
2014-09-26,1214.0999755859375,1214.0999755859375,1214.0999755859375,1214.0999755859375,19497,1.0,-0.00581393372897232
2014-09-29,1216.300048828125,1222.199951171875,1214.800048828125,1217.5,6344,1.0,0.0028004484658865625
2014-09-30,1214.800048828125,1218.199951171875,1204.0,1210.5,680,1.0,-0.005749486652977365
2014-10-01,1207.699951171875,1217.800048828125,1205.5,1214.5999755859375,178,1.0,0.0033870099842523427
2014-10-02,1215.300048828125,1219.5,1210.300048828125,1214.199951171875,176,1.0,-0.0003293466343678997
2014-10-03,1212.4000244140625,1212.4000244140625,1191.0,1192.199951171875,499,1.0,-0.018118926770476995
2014-10-06,1187.699951171875,1208.0,1182.800048828125,1206.699951171875,415,1.0,0.012162389359056114
2014-10-07,1209.0999755859375,1211.699951171875,1205.300048828125,1211.699951171875,272,1.0,0.004143532114295967
2014-10-08,1210.199951171875,1217.9000244140625,1205.300048828125,1205.300048828125,9,1.0,-0.005281755056241844
2014-10-09,1223.9000244140625,1229.0,1223.9000244140625,1224.5999755859375,19,1.0,0.016012549552766764
2014-10-10,1223.5,1223.5,1217.0,1221.0,186,1.0,-0.002939715546062316
2014-10-13,1229.800048828125,1234.0,1227.0,1229.300048828125,103,1.0,0.006797746787981174
2014-10-14,1235.9000244140625,1235.9000244140625,1233.5999755859375,1233.5999755859375,73,1.0,0.003497865929405597
2014-10-15,1243.699951171875,1247.0,1243.699951171875,1244.0999755859375,250,1.0,0.008511673320204638
2014-10-16,1242.0999755859375,1243.0,1236.699951171875,1240.5,6,1.0,-0.00289363849898161
2014-10-17,1237.4000244140625,1238.300048828125,1232.5999755859375,1238.300048828125,356,1.0,-0.0017734390744659212
2014-10-20,1237.300048828125,1244.0,1235.4000244140625,1244.0,105,1.0,0.0046030452613397
2014-10-21,1251.0,1251.0,1251.0,1251.0,48,1.0,0.00562700964630225
2014-10-22,1244.800048828125,1244.800048828125,1244.800048828125,1244.800048828125,2,1.0,-0.004955996140587504
2014-10-23,1228.0,1228.5,1227.9000244140625,1228.5,2,1.0,-0.013094511719749846
2014-10-24,1229.4000244140625,1232.699951171875,1229.4000244140625,1231.199951171875,71,1.0,0.0021977624516686944
2014-10-27,1230.199951171875,1230.199951171875,1227.300048828125,1229.0999755859375,282,1.0,-0.001705633259600714
2014-10-28,1224.9000244140625,1231.0,1224.699951171875,1229.199951171875,46,1.0,8.134048321806198e-05
2014-10-29,1224.300048828125,1224.300048828125,1224.300048828125,1224.300048828125,631,1.0,-0.0039862532853818244
2014-10-30,1213.699951171875,1214.699951171875,1195.800048828125,1198.0999755859375,521,1.0,-0.02140004263437356
2014-10-31,1199.5999755859375,1199.699951171875,1161.4000244140625,1171.0999755859375,260,1.0,-0.022535681954918285
2014-11-03,1166.4000244140625,1172.300048828125,1163.0999755859375,1169.4000244140625,60,1.0,-0.001451585011795875
2014-11-04,1166.9000244140625,1171.0,1165.0,1167.4000244140625,40,1.0,-0.0017102787397341723
2014-11-05,1168.0999755859375,1168.699951171875,1137.800048828125,1145.4000244140625,157,1.0,-0.018845296847618376
2014-11-06,1141.0999755859375,1147.5,1137.9000244140625,1142.300048828125,137,1.0,-0.0027064567136911855
2014-11-07,1139.9000244140625,1169.699951171875,1133.0,1169.5999755859375,97,1.0,0.02389908569628374
2014-11-10,1171.0,1171.0,1150.699951171875,1159.5999755859375,40,1.0,-0.008549931779017195
2014-11-11,1155.0,1170.5,1151.5999755859375,1162.800048828125,22,1.0,0.002759635485996448
2014-11-12,1162.5,1168.0999755859375,1157.5,1158.9000244140625,17,1.0,-0.0033539940233000554
2014-11-13,1163.699951171875,1164.5,1155.0,1161.0999755859375,1047,1.0,0.0018983097122526882
2014-11-14,1155.199951171875,1191.0,1148.0,1185.0,486,1.0,0.020583950492292002
2014-11-17,1183.0999755859375,1186.9000244140625,1180.5999755859375,1183.0,17,1.0,-0.0016877637130802148
2014-11-18,1197.0999755859375,1197.0999755859375,1193.9000244140625,1196.699951171875,2,1.0,0.011580685690511405
2014-11-19,1196.5,1198.300048828125,1190.5999755859375,1193.5999755859375,23,1.0,-0.002590436794872253
2014-11-20,1191.800048828125,1191.9000244140625,1190.699951171875,1190.699951171875,3,1.0,-0.0024296451687164655
2014-11-21,1191.0,1202.4000244140625,1189.0,1197.5,20,1.0,0.005710967587957416
2014-11-24,1197.699951171875,1197.9000244140625,1195.5,1195.5,17,1.0,-0.001670146137787043
2014-11-25,1197.0999755859375,1197.0999755859375,1197.0999755859375,1197.0999755859375,210753,1.0,0.0013383317322772648
2014-11-26,1200.5,1201.0,1193.699951171875,1196.5999755859375,75297,1.0,-0.0004176760589734707
2014-11-28,1197.0,1198.199951171875,1163.800048828125,1175.199951171875,11175,1.0,-0.01788402544767187
2014-12-01,1160.0,1220.4000244140625,1141.699951171875,1218.0,5524,1.0,0.03641937594146949
2014-12-02,1212.300048828125,1212.300048828125,1191.300048828125,1199.199951171875,1236,1.0,-0.015435179661843157
2014-12-03,1198.0999755859375,1213.699951171875,1196.0999755859375,1208.5,440,1.0,0.007755211146428742
2014-12-04,1208.199951171875,1213.0,1201.5999755859375,1207.5,358,1.0,-0.0008274720728175256
2014-12-05,1203.0999755859375,1206.0,1186.699951171875,1190.0999755859375,560,1.0,-0.014409958106884058
2014-12-08,1190.5999755859375,1207.0,1187.199951171875,1194.699951171875,183,1.0,0.003865200974962457
2014-12-09,1202.0,1238.0,1202.0,1231.5,314,1.0,0.03080275410744604
2014-12-10,1231.199951171875,1234.5999755859375,1226.5999755859375,1228.9000244140625,306,1.0,-0.0021112266227669707
2014-12-11,1226.5999755859375,1231.199951171875,1216.199951171875,1225.0999755859375,264,1.0,-0.0030922359448538606
2014-12-12,1227.800048828125,1227.800048828125,1216.199951171875,1222.0,203,1.0,-0.002530385803374835
2014-12-15,1223.0999755859375,1223.0999755859375,1198.4000244140625,1207.199951171875,77,1.0,-0.012111332919905848
2014-12-16,1197.199951171875,1222.0,1192.699951171875,1193.9000244140625,223,1.0,-0.011017169728098297
2014-12-17,1198.199951171875,1199.5999755859375,1184.0,1194.300048828125,94,1.0,0.0003350568773619056
2014-12-18,1189.699951171875,1207.300048828125,1189.699951171875,1194.699951171875,197,1.0,0.0003348424410953843
2014-12-19,1198.0,1200.800048828125,1195.9000244140625,1195.9000244140625,96,1.0,0.001004497607127508
2014-12-22,1198.0,1198.0,1172.699951171875,1179.699951171875,223,1.0,-0.013546344101903363
2014-12-23,1179.300048828125,1180.300048828125,1175.0,1177.9000244140625,232,1.0,-0.0015257496247452762
2014-12-24,1177.0,1179.300048828125,1173.5,1173.5,23,1.0,-0.0037354820637272024
2014-12-26,1177.199951171875,1195.300048828125,1177.199951171875,1195.300048828125,124,1.0,0.01857694829835954
2014-12-29,1186.5,1186.5,1181.300048828125,1181.699951171875,180,1.0,-0.011377977997728328
2014-12-30,1181.4000244140625,1210.300048828125,1181.4000244140625,1200.199951171875,191,1.0,0.015655412341901043
2014-12-31,1199.199951171875,1199.199951171875,1182.699951171875,1183.9000244140625,92,1.0,-0.013581009349231565
2015-01-02,1184.0,1194.5,1169.5,1186.0,138,1.0,0.0017737778044026875
2015-01-05,1180.300048828125,1206.9000244140625,1180.0999755859375,1203.9000244140625,470,1.0,0.015092769320457444
2015-01-06,1203.5,1220.0,1203.5,1219.300048828125,97,1.0,0.012791780132704655
2015-01-07,1219.199951171875,1219.199951171875,1210.5999755859375,1210.5999755859375,29,1.0,-0.007135301315331799
2015-01-08,1207.0,1215.699951171875,1206.300048828125,1208.4000244140625,92,1.0,-0.0018172403900885703
2015-01-09,1211.0999755859375,1220.199951171875,1210.300048828125,1216.0,43,1.0,0.0062892878454074985
2015-01-12,1224.199951171875,1234.4000244140625,1219.0999755859375,1232.699951171875,100,1.0,0.013733512476870935
2015-01-13,1239.199951171875,1239.300048828125,1230.300048828125,1234.300048828125,20,1.0,0.0012980430920994657
2015-01-14,1229.5999755859375,1243.800048828125,1225.5999755859375,1234.4000244140625,21,1.0,8.09977979279175e-05
