Date,SP500_Open,SP500_High,SP500_Low,SP500_Close,SP500_Volume,Regime,SP500_Return,SP500_Price_MA20,SP500_Price_MA50,SP500_Price_MA200,SP500_Golden_Cross,SP500_Price_52w_position,SP500_RSI14,SP500_RSI7,SP500_MACD,SP500_MACD_signal,SP500_MACD_hist,SP500_Return_lag1,SP500_Return_lag2,SP500_Return_lag3,SP500_Return_lag5,SP500_Return_lag10,SP500_Cum_return_5d,SP500_Cum_return_10d,SP500_Cum_return_20d,SP500_Vol_10d,SP500_Vol_20d,SP500_Vol_60d,SP500_BB_width,SP500_BB_position,SP500_ATR14_pct,SP500_Vol_ratio,SP500_Rel_Volume,SP500_OBV_MA20,SP500_Corr_SP500_BTC,SP500_Corr_SP500_Gold,SP500_Corr_BTC_Gold,Bitcoin_Open,Bitcoin_High,Bitcoin_Low,Bitcoin_Close,Bitcoin_Volume,Regime,Bitcoin_Return,Bitcoin_Price_MA20,Bitcoin_Price_MA50,Bitcoin_Price_MA200,Bitcoin_Golden_Cross,Bitcoin_Price_52w_position,Bitcoin_RSI14,Bitcoin_RSI7,Bitcoin_MACD,Bitcoin_MACD_signal,Bitcoin_MACD_hist,Bitcoin_Return_lag1,Bitcoin_Return_lag2,Bitcoin_Return_lag3,Bitcoin_Return_lag5,Bitcoin_Return_lag10,Bitcoin_Cum_return_5d,Bitcoin_Cum_return_10d,Bitcoin_Cum_return_20d,Bitcoin_Vol_10d,Bitcoin_Vol_20d,Bitcoin_Vol_60d,Bitcoin_BB_width,Bitcoin_BB_position,Bitcoin_ATR14_pct,Bitcoin_Vol_ratio,Bitcoin_Rel_Volume,Bitcoin_OBV_MA20,Bitcoin_Corr_SP500_BTC,Bitcoin_Corr_SP500_Gold,Bitcoin_Corr_BTC_Gold,Gold_Open,Gold_High,Gold_Low,Gold_Close,Gold_Volume,Regime,Gold_Return,Gold_Price_MA20,Gold_Price_MA50,Gold_Price_MA200,Gold_Golden_Cross,Gold_Price_52w_position,Gold_RSI14,Gold_RSI7,Gold_MACD,Gold_MACD_signal,Gold_MACD_hist,Gold_Return_lag1,Gold_Return_lag2,Gold_Return_lag3,Gold_Return_lag5,Gold_Return_lag10,Gold_Cum_return_5d,Gold_Cum_return_10d,Gold_Cum_return_20d,Gold_Vol_10d,Gold_Vol_20d,Gold_Vol_60d,Gold_BB_width,Gold_BB_position,Gold_ATR14_pct,Gold_Vol_ratio,Gold_Rel_Volume,Gold_OBV_MA20,Gold_Corr_SP500_BTC,Gold_Corr_SP500_Gold,Gold_Corr_BTC_Gold
2015-05-26,2125.340087890625,2125.340087890625,2099.179931640625,2104.199951171875,3342130000.0,1.0,-0.0102819801978378,0.9973851571647734,1.0033383350913907,1.0319809643665143,1.0,0.9007933908359719,55.7336073435758,30.366836650764924,7.151164288723976,7.039695282128429,0.11146900659554682,-0.0022338863033564,0.0023378744854138,-0.0009305162517933,0.0030479480492833,-0.0050895605284355,-0.011741499423875146,-0.0005367932396284081,-0.0022380985897878514,0.005294701362326497,0.006827232616910001,0.007197226420922117,0.029848312588275912,0.41239562278459513,0.007870292429238724,0.7356585791069407,0.9934552512932325,86621561000.0,0.03694048391576237,0.1223877082237414,0.00855683143678948,237.10400390625,238.24200439453125,235.69200134277344,237.11599731445312,16425000.0,0.0,2.5290810535594236e-05,0.9964328594747464,1.0122827457661616,0.8611968140813026,0.0,0.21134113572671528,43.044627927087554,66.35030006882704,0.43968696707639765,0.286263730257611,0.15342323681878667,-0.0159491779417969,0.0087118162163923,-0.0061411500797354,0.005666182682946,-0.0061109651552712,0.0075294174397728675,0.0040778539210653,0.03191720721299274,0.011564607147464948,0.013788961004059493,0.020748743983023444,0.05320569691804154,0.4329556658049508,0.014896866756505185,0.5573642027164185,0.8945177092722139,-185213541.0,0.03694048391576237,0.1223877082237414,0.00855683143678948,1193.5999755859375,1193.5999755859375,1186.0,1187.199951171875,40.0,0.0,-0.0141992003345757,0.989040692383461,0.9934062501846255,0.9756353730966664,0.0,0.228614687726085,47.3357039092821,9.361729757807922,2.499399460299628,3.449640887746824,-0.950241427447196,-8.300862164645206e-05,-0.0037223921822493,0.0016571380889407,0.0018768248291514,-0.0049617563999656,-0.03306735302299468,0.003380662749384644,-0.01337995263270264,0.0109245665663067,0.01016164744266679,0.009870539229484518,0.054408039807819705,0.298571908577309,0.009512191123714677,1.1067851828878479,0.7194244604316546,-937134.65,0.03694048391576237,0.1223877082237414,0.00855683143678948
2015-05-27,2105.1298828125,2126.219970703125,2105.1298828125,2123.47998046875,3127960000.0,1.0,0.0091626412623655,1.0063158721673744,1.0121233747195415,1.0409468167610594,1.0,0.9726453033446155,65.64146945912313,50.61789481306269,7.191573247162069,7.0700708751351575,0.12150237202691105,-0.0102819801978378,-0.0022338863033564,0.0023378744854138,-0.0006433745436266,-0.0029496376848567,-0.002044382068366546,0.011604797210885254,0.004123385472989405,0.005905579983352511,0.007111895619468453,0.007251357798863941,0.030345504059440514,0.7081320565643905,0.007513925812676734,0.8144102314573043,0.9356096136911827,86173477000.0,0.008053752774787336,0.12527409254951374,0.023337636109639133,237.06500244140625,238.6360015869141,236.69500732421875,237.2830047607422,18837000.0,0.0,0.0007043280427325,0.9971453592845146,1.0143725643799406,0.8635001426508816,0.0,0.22965761163061707,51.87516580134159,61.74204219068471,0.404263855936847,0.3098637553934582,0.09440010054338882,2.5290810535594236e-05,-0.0159491779417969,0.0087118162163923,0.0212625483807051,0.0027482271050158,-0.012752352212466067,0.0020312446839554354,-0.00021486543489457333,0.011537843328258598,0.011671090525978946,0.020512638543947772,0.053215603128357235,0.4463570729697466,0.012864082332331758,0.562474851957201,1.0552657407531898,-182604371.0,0.008053752774787336,0.12527409254951374,0.023337636109639133,1185.9000244140625,1185.9000244140625,1185.9000244140625,1185.9000244140625,200216.0,0.0,-0.0010949518289057,0.9891154863337911,0.9917774344192531,0.9750598986570395,0.0,0.22199591275573247,48.01800920035236,8.921249572627929,0.9145112432565838,2.942614958848776,-2.0281037155921924,-0.0141992003345757,-8.300862164645206e-05,-0.0037223921822493,-0.0170223355456049,0.0079445780949809,-0.017399949933876946,-0.005617936700512582,-0.023146602624330326,0.010599260910767298,0.009911707012540674,0.009858960045478846,0.054381818457844545,0.29985013420163026,0.009317829263350022,1.0750891434668042,19.929228028089803,-947156.3,0.008053752774787336,0.12527409254951374,0.023337636109639133
2015-05-28,2122.27001953125,2122.27001953125,2112.860107421875,2120.7900390625,2980350000.0,1.0,-0.0012667608976734,1.0047092485864322,1.0103932830731663,1.039159865067444,1.0,0.9626205553735852,62.29471880366604,42.611206204982345,6.926695216412554,7.041395743390638,-0.11470052697808342,0.0091626412623655,-0.0102819801978378,-0.0022338863033564,-0.0009305162517933,-0.0003049547824864,-0.00238025183399726,0.010631532729116877,0.006616484685720625,0.005940005226113691,0.007060542965548573,0.007228351229099952,0.030622380983393527,0.6537845338997664,0.0072779264697398465,0.8217648863271022,0.9062943876252433,85780124000.0,0.017530260211587077,0.12189663049310206,0.028242747632746,237.2570037841797,237.82400512695312,236.6519927978516,237.4080047607422,13829600.0,0.0,0.000526797105111,0.9990256386954837,1.015568056526461,0.865938049505025,0.0,0.23014269438838833,51.009235897317204,58.124719950122625,0.3818752206458953,0.3242660484439456,0.05760917220194972,0.0007043280427325,2.5290810535594236e-05,-0.0159491779417969,-0.0061411500797354,-0.0155150545239349,-0.006128760568301361,0.0183590073671267,-0.02646978695649216,0.010129672888154887,0.009728029405000194,0.0198620174530324,0.04789478667335706,0.4796562137094068,0.012084084276322373,0.5100022146344634,0.8054661457097203,-180675996.0,0.017530260211587077,0.12189663049310206,0.028242747632746,1187.0999755859375,1192.0,1179.5999755859375,1188.0999755859375,52705.0,0.0,0.0018550899119527,0.9918479687699984,0.9929562599692333,0.977352483621762,0.0,0.2331972990376081,52.70652826627777,8.731711649980326,-0.16213739448517117,2.321664488181987,-2.483801882667158,-0.0010949518289057,-0.0141992003345757,-8.300862164645206e-05,0.0016571380889407,0.0216334473891375,-0.017205764255159406,-0.024868719813672113,-0.017936908882758562,0.007357027235768454,0.009917021835879596,0.009855665749110948,0.054303997610776714,0.3498815632611201,0.009408787456936444,0.7464769426085813,4.157890169534313,-954537.0,0.017530260211587077,0.12189663049310206,0.028242747632746
2015-05-29,2120.659912109375,2120.659912109375,2104.889892578125,2107.389892578125,3927390000.0,1.0,-0.0063184691730722,0.9978438696634981,1.0039336699983101,1.0321548800169273,1.0,0.9126815154492849,46.329458775985565,35.17542026850438,5.5712754418132135,6.747371683075153,-1.1760962412619396,-0.0012667608976734,0.0091626412623655,-0.0102819801978378,0.0023378744854138,0.0107792866255731,-0.010995849029754146,-0.006463723750365968,0.010491382304590458,0.005257528309980648,0.006809756266197126,0.007253043463650741,0.028517938353310988,0.42439389166953995,0.006857826172160067,0.7248720259749178,1.2049476182097458,85415885500.0,0.005977747909039501,0.11679292922755391,0.02368328856651491,237.3769989013672,237.52200317382807,235.7310028076172,237.0959930419922,14805000.0,0.0,-0.0013142426223767,0.9987078577810184,1.0148046377883297,0.86685245860915,0.0,0.2289318823484827,48.91085307258416,29.700388230408308,0.3350925889861003,0.32643135655237654,0.008661232433723742,0.000526797105111,0.0007043280427325,2.5290810535594236e-05,0.0087118162163923,-0.0050658853743781,-0.016007311968719407,0.02219897941428295,-0.019583875070651513,0.009911501432742975,0.009586540458962525,0.01968787562895247,0.0449836107016985,0.47127526672880604,0.012049673203840244,0.5034317373565375,0.8749787977950889,-178498346.0,0.005977747909039501,0.11679292922755391,0.02368328856651491,1187.800048828125,1193.300048828125,1185.699951171875,1189.4000244140625,4748.0,0.0,0.0010942251113874,0.9926432367580139,0.9934117911922887,0.9789026693635707,0.0,0.23981669554753907,50.150174368448965,19.298245614035082,-0.9001102110482861,1.6773095483359324,-2.5774197593842185,0.0018550899119527,-0.0010949518289057,-0.0141992003345757,-0.0037223921822493,0.0057452395434465,-0.012454333855811073,-0.029378161647429013,0.005920162259358541,0.00691207769811851,0.008489598537534877,0.00985078783958814,0.053362098974004596,0.36213504746936687,0.009452561034605183,0.701677653673587,0.36788662769299907,-961673.15,0.005977747909039501,0.11679292922755391,0.02368328856651491
2015-06-01,2108.639892578125,2119.14990234375,2102.5400390625,2111.72998046875,3011710000.0,1.0,0.0020594612823712,0.9998174651598334,1.0057860015798534,1.0338627873297872,1.0,0.9288559522509735,52.85149264446737,40.098135225272735,4.792064390974247,6.3563102246549725,-1.564245833680726,-0.0063184691730722,-0.0012667608976734,0.0091626412623655,-0.0022338863033564,0.0007684139066803,-0.006740203818361712,-0.0051820062378215015,0.0016316262670295067,0.005311417471827645,0.006373163754546587,0.007256118564359834,0.028469590878393233,0.4935884277035707,0.006962118119383977,0.7319915495752709,0.9292526000828447,85033263000.0,-0.00032922914342465605,0.1174893734051732,0.02842741277974668,230.2330017089844,231.71299743652344,221.29600524902344,222.92599487304688,26090500.0,0.0,-0.0315565727934182,0.9464163036984057,0.9559812507018864,0.8229512874564813,0.0,0.17394290803323575,33.93993054237757,2.0162643257488497,-1.5015495930571205,-0.2173464383603268,-1.2842031546967938,-0.0135207472317472,-0.0158205618457023,-0.0013142426223767,0.0007043280427325,0.0212625483807051,-0.06050584997510344,-0.07248661027777237,-0.07542554777655441,0.01177024330681966,0.01209264069989115,0.019839862768939582,0.0674688367285953,-0.29419920217601714,0.01605272497156632,0.5932623347197056,1.5432043085864455,-175730026.0,-0.00032922914342465605,0.1174893734051732,0.02842741277974668,1190.5999755859375,1204.0,1184.300048828125,1188.300048828125,1236.0,0.0,-0.0009248155064394,0.9911544600606195,0.9921748522328132,0.9784986805386134,0.0,0.23421600240660126,52.68143660308577,12.681170637641031,-1.5557837156547976,1.0306908955377865,-2.586474611192584,0.0010942251113874,0.0018550899119527,-0.0010949518289057,-8.300862164645206e-05,8.158608123531863e-05,-0.013285725609302301,-0.030354917316911312,0.011749722288739939,0.006870140372861378,0.008335587544260946,0.009838762424104605,0.050663217289183556,0.325405088490717,0.009972244968065013,0.6982728189502562,0.09532035660301694,-968869.95,-0.00032922914342465605,0.1174893734051732,0.02842741277974668
2015-06-02,2110.409912109375,2117.590087890625,2099.139892578125,2109.60009765625,3049350000.0,1.0,-0.001008596189948,0.9989246867685053,1.004757213117261,1.0324297730614431,1.0,0.9209184044837501,54.8455554000298,34.501966741912824,3.9570558003911174,5.876459339802202,-1.9194035394110847,0.0020594612823712,-0.0063184691730722,-0.0012667608976734,-0.0102819801978378,0.0030479480492833,0.002566365654256497,-0.009205266750469732,-0.0023125635972297554,0.005162591634056862,0.006341644442763382,0.007011785052863156,0.028471207882286607,0.4622315556143394,0.006924798401969472,0.7362735159642116,0.9414796607851268,84343594000.0,-0.015055871763430336,0.02712087094086098,0.016730024111699295,222.8939971923828,226.4160003662109,222.41900634765625,225.8029937744141,20459000.0,0.0,0.0129056232450845,0.9607869388929386,0.9682178078771155,0.8362270443195703,0.0,0.19433057969198217,40.818331322119725,17.9536764648676,-2.022092761442508,-0.578295702976763,-1.443797058465745,-0.0315565727934182,-0.0135207472317472,-0.0158205618457023,0.000526797105111,-0.0061411500797354,-0.048882138569941946,-0.05471131221488168,-0.04473364657347689,0.013427072511938875,0.01204490298893434,0.01991147413337484,0.07697097811851043,-0.00945255037146494,0.01637425144859314,0.6743384453606545,1.2346528349823331,-173245946.0,-0.015055871763430336,0.02712087094086098,0.016730024111699295,1189.0,1194.300048828125,1186.0,1194.0999755859375,1003.0,0.0,0.0048808604893455,0.9956890177301969,0.9968627064292659,0.9837598289581427,0.0,0.2637472123949909,50.81967213114754,32.179786101677735,-1.5890860794308992,0.5067355005440494,-2.0958215799749484,-0.0009248155064394,0.0010942251113874,0.0018550899119527,-0.0141992003345757,0.0018768248291514,0.00581201541261156,-0.027447525575806986,0.006150932303231382,0.007168992550521842,0.008077405634964552,0.00921973173704195,0.04991355854550131,0.4136310374289751,0.00972640620258041,0.7775706229845181,0.07706462902562802,-976018.5,-0.015055871763430336,0.02712087094086098,0.016730024111699295
2015-06-03,2110.639892578125,2121.919921875,2109.610107421875,2114.070068359375,3099980000.0,1.0,0.0021188711112078,1.0004583511339173,1.0067936165095033,1.0342149515548955,1.0,0.9375768824835317,56.961727234867396,41.205837586176024,3.614330997187608,5.424033671279283,-1.8097026740916755,-0.001008596189948,0.0020594612823712,-0.0063184691730722,0.0091626412623655,-0.0006433745436266,-0.0044313637029426145,-0.006466686370816488,0.011778214410403942,0.00525171066092094,0.005719027287482851,0.006999785464237712,0.026648542855108502,0.517199857283355,0.006848323400278186,0.7502673743005722,0.9674762050032887,83998621500.0,-0.03499754682534572,0.021597022754342703,0.009038728634733435,225.73599243164065,227.4040069580078,223.92999267578125,225.87399291992188,17752400.0,0.0,0.0003144296021988,0.9633547925641295,0.9679648291242766,0.8388238441548808,0.0,0.19461983138982053,37.0557528639905,17.504965297244212,-2.401218186473841,-0.9428801996761786,-1.4583379867976622,0.0129056232450845,-0.0315565727934182,-0.0135207472317472,-0.0013142426223767,0.0087118162163923,-0.047331040807942926,-0.06258071004064536,-0.046659581117971416,0.012679265605528536,0.012013145641190383,0.019913105416404023,0.0841666174236079,0.06461114207030183,0.016569282772483266,0.6367296983766082,1.093290658678615,-171094931.0,-0.03499754682534572,0.021597022754342703,0.009038728634733435,1193.9000244140625,1193.9000244140625,1179.0999755859375,1184.699951171875,630.0,0.0,-0.0078720581243207,0.9882010968340977,0.9890698421851669,0.9764975028701033,0.0,0.21588555716050886,27.563192944301136,24.345389123585164,-2.346927929329695,-0.06399718543069954,-2.282930743898995,0.0048808604893455,-0.0009248155064394,0.0010942251113874,-0.0010949518289057,-0.0170223355456049,-0.0010119514440355415,-0.018394293473450674,-0.007123701263690885,0.005545988893672751,0.008184367593268689,0.009279856932081297,0.05092944377288911,0.268328450267052,0.009055951567189517,0.5976373271984151,0.04829751267809708,-983200.95,-0.03499754682534572,0.021597022754342703,0.009038728634733435
2015-06-04,2112.35009765625,2112.889892578125,2093.22998046875,2095.840087890625,3200050000.0,1.0,-0.0086231675768898,0.99146314088579,0.9980706081833651,1.0249856059543208,1.0,0.8696382428940569,38.25987695366132,43.52350618105888,1.850382000051468,4.70930333703372,-2.8589213369822524,0.0021188711112078,-0.001008596189948,0.0020594612823712,-0.0012667608976734,-0.0009305162517933,-0.011764460749213557,-0.014116710203936678,0.00754281483714192,0.005831071063124004,0.00598280764010757,0.006728817417407785,0.023639478888821047,0.1388727875787905,0.006835302519088795,0.8665818525613034,1.0080216796875308,83683257000.0,-0.015248713998521237,0.016553917307455108,0.015460173519845312,225.77200317382807,226.5809936523437,224.0540008544922,224.32400512695312,14728100.0,0.0,-0.0068621790978754,0.959461444799561,0.9612820266118275,0.8356054271375175,0.0,0.1883051553815611,32.60845902883665,15.532132299680114,-2.7945352159349284,-1.3132112029279286,-1.4813240130069998,0.0003144296021988,0.0129056232450845,-0.0315565727934182,-0.0158205618457023,-0.0159491779417969,-0.03865947865417396,-0.053924319727070014,-0.0558952498448938,0.012234153736006718,0.01198946791853645,0.019556377759376152,0.09176748302554164,0.05824706242454217,0.016721978271189767,0.625583831859719,0.911532215339978,-170496791.0,-0.015248713998521237,0.016553917307455108,0.015460173519845312,1184.9000244140625,1185.300048828125,1173.0,1174.9000244140625,447.0,0.0,-0.008272074923375,0.9806564851354134,0.981163413327621,0.9689102016534848,0.0,0.16598773826719737,17.58660891694194,30.097064365881693,-3.6956935880862147,-0.7903364659618026,-2.9053571221244123,-0.0078720581243207,0.0048808604893455,-0.0009248155064394,0.0018550899119527,0.0016571380889407,-0.011110135041762836,-0.028124740932550685,-0.012937934791503625,0.005735721636322106,0.00836566754542136,0.009317086184880955,0.0537003493187561,0.1397879136732091,0.009204446907860627,0.6156132424351286,0.03421145280044085,-990405.05,-0.015248713998521237,0.016553917307455108,0.015460173519845312
2015-06-05,2095.090087890625,2100.989990234375,2085.669921875,2092.830078125,3243690000.0,1.0,-0.0014361829335245,0.989926122930623,0.9963356227829067,1.0232352299923395,1.0,0.8584206791134403,36.27940846963926,18.251615970543313,0.20716896401108897,3.808876462429194,-3.6017074984181052,-0.0086231675768898,0.0021188711112078,-0.001008596189948,-0.0063184691730722,0.0023378744854138,-0.006908932468738471,-0.017828811920109655,0.002313255806993597,0.005682106331456172,0.005941123943618498,0.006726246441971766,0.022710320479409796,0.05641854202320015,0.0071263736879063205,0.8447663017518714,1.02878363887385,83021876000.0,-0.012012418058916082,0.014466037404806764,0.024223953073260387,224.1540069580078,225.968002319336,223.1790008544922,224.95199584960932,18056500.0,0.0,0.0027994806989151,0.9644577042500535,0.9642723666906119,0.8404877837910653,0.0,0.19086360001432248,21.808388473602008,18.532304375915572,-3.0207469025551177,-1.6547183428533665,-1.3660285597017512,-0.0068621790978754,0.0003144296021988,0.0129056232450845,-0.0135207472317472,2.5290810535594236e-05,-0.02275514373449028,-0.0512997925176355,-0.04743113165663826,0.012402645105733122,0.01202558038895203,0.019434195182557908,0.09742424319762064,0.13518017093701662,0.015684610096605545,0.6381867110640339,1.0939448171740218,-168441341.0,-0.012012418058916082,0.014466037404806764,0.024223953073260387,1176.4000244140625,1177.300048828125,1164.0,1167.800048828125,390.0,0.0,-0.0060430465898393,0.975324607097064,0.9757149427997192,0.963560810125366,0.0,0.1298371317688768,16.01883537023724,25.340517886543935,-5.276682471881031,-1.6876056671456485,-3.5890768047353827,-0.008272074923375,-0.0078720581243207,0.0048808604893455,0.0010942251113874,-0.0037223921822493,-0.018160396117848032,-0.030388554337453577,-0.012347746350201305,0.005821965082662684,0.008344201365446554,0.009289527933894454,0.057228024172273684,0.06882325993545468,0.009419443139227917,0.6267234593719488,0.029809448830934563,-997626.45,-0.012012418058916082,0.014466037404806764,0.024223953073260387
2015-06-08,2092.340087890625,2093.010009765625,2079.110107421875,2079.280029296875,2917150000.0,1.0,-0.0064745097892824,0.9843740393215237,0.9896668820847258,1.016379781220236,1.0,0.8079229901372057,28.490216705238794,14.899441363848439,-2.163525132725681,2.6143961433982192,-4.7779212761239,-0.0014361829335245,-0.0086231675768898,0.0021188711112078,0.0020594612823712,-0.0022338863033564,-0.015366524826564976,-0.02200315513561546,-0.017399965341976964,0.005874495773664801,0.005215634317883835,0.00659145984486414,0.027061493127585632,-0.07742418737965619,0.007245981049368758,0.8912283336205143,0.9323475524738141,82044665500.0,-0.026890316784340302,0.0036253993362165547,0.03275287440210609,222.8789978027344,229.4640045166016,222.8390045166016,228.488998413086,23378400.0,0.0,0.0251614170427889,0.9848767754923161,0.9787500280812292,0.8607234979698621,0.0,0.2052734071947772,35.09457397390091,69.6725601734491,-3.0761735612326504,-2.398736986891261,-0.6774365743413893,-0.0121355318115911,0.0029651101505896,0.0027994806989151,0.0003144296021988,-0.0013142426223767,0.011577275716249336,-0.03630172960106426,-0.014908611534898197,0.016027253368357128,0.01330846155066363,0.019353781522114966,0.10874959097641887,0.36093534355487195,0.01594887358336021,0.8281199904030787,1.392445851412643,-160048206.0,-0.026890316784340302,0.0036253993362165547,0.03275287440210609,1169.5,1176.0999755859375,1169.0999755859375,1173.199951171875,173.0,0.0,0.0046239956482008,0.9804855168505004,0.9807494420041748,0.968496578914495,0.0,0.15733155655885855,18.97713117323768,31.328187383550713,-6.024454402169113,-2.5549754141503414,-3.4694789880187713,-0.0060430465898393,-0.008272074923375,-0.0078720581243207,-0.0009248155064394,-8.300862164645206e-05,-0.01270731047359741,-0.025824210242715306,-0.013371478210842946,0.006263463219898709,0.008306247675189442,0.009305700549102318,0.05979026693333585,0.17361772826240143,0.009546557613774117,0.6730780973285154,0.013217003330990434,-1004841.75,-0.026890316784340302,0.0036253993362165547,0.03275287440210609
